tweet_id,favorites,retweets,user_favourites,date_time
877736472329191424,72136,16624,145807,2017-06-22 03:54:17
877611172832227328,0,71,145807,2017-06-21 19:36:23
877556246731214848,20708,3334,145807,2017-06-21 15:58:08
877316821321428993,25056,4579,145807,2017-06-21 00:06:44
877201837425926144,24738,4886,145807,2017-06-20 16:29:50
876838120628539392,18915,2930,145807,2017-06-19 16:24:33
876537666061221889,21732,4133,145807,2017-06-18 20:30:39
876484053909872640,17178,2086,145807,2017-06-18 16:57:37
876120275196170240,25597,4094,145807,2017-06-17 16:52:05
875747767867523072,22960,3758,145807,2017-06-16 16:11:53
875144289856114688,20046,4317,145807,2017-06-15 00:13:52
875097192612077568,25111,5359,145807,2017-06-14 21:06:43
875021211251597312,23363,4161,145807,2017-06-14 16:04:48
874680097055178752,25470,4091,145807,2017-06-13 17:29:20
874434818259525634,0,12810,145807,2017-06-13 01:14:41
874296783580663808,23858,3643,145807,2017-06-12 16:06:11
874057562936811520,20830,3515,145807,2017-06-12 00:15:36
874012996292530176,31277,9012,145807,2017-06-11 21:18:31
873580283840344065,22202,3479,145807,2017-06-10 16:39:04
873337748698140672,0,1398,145808,2017-06-10 00:35:19
873213775632977920,6559,1398,145807,2017-06-09 16:22:42
872967104147763200,24963,4778,145807,2017-06-09 00:02:31
872820683541237760,13532,3297,145807,2017-06-08 14:20:41
872620804844003328,19025,3222,145807,2017-06-08 01:06:27
872486979161796608,37383,8058,145807,2017-06-07 16:14:40
872122724285648897,31417,7182,145807,2017-06-06 16:07:15
871879754684805121,34408,9686,145807,2017-06-06 00:01:46
871762521631449091,18551,3085,145807,2017-06-05 16:15:56
871515927908634625,18529,3078,145807,2017-06-04 23:56:03
871166179821445120,0,5086,145807,2017-06-04 00:46:17
871102520638267392,19218,4898,145807,2017-06-03 20:33:19
871032628920680449,20913,3382,145807,2017-06-03 15:55:36
870804317367881728,30906,5488,145807,2017-06-03 00:48:22
870726314365509632,112,3,145807,2017-06-02 19:38:25
870656317836468226,11300,2314,145807,2017-06-02 15:00:16
870374049280663552,76575,23735,145807,2017-06-01 20:18:38
870308999962521604,20170,3692,145807,2017-06-01 16:00:09
870063196459192321,33601,7406,145807,2017-05-31 23:43:25
869772420881756160,39262,9063,145807,2017-05-31 04:27:59
869702957897576449,25955,5613,145807,2017-05-30 23:51:58
869596645499047938,14724,2774,145807,2017-05-30 16:49:31
869227993411051520,18814,3354,145807,2017-05-29 16:24:37
868880397819494401,60163,12853,145807,2017-05-28 17:23:24
868639477480148993,0,1838,145807,2017-05-28 01:26:04
868622495443632128,24515,4721,145807,2017-05-28 00:18:35
868552278524837888,9291,1838,145807,2017-05-27 19:39:34
867900495410671616,22363,3751,145807,2017-05-26 00:29:37
867774946302451713,31381,6564,145807,2017-05-25 16:10:44
867421006826221569,14832,2231,145807,2017-05-24 16:44:18
867072653475098625,0,106,145807,2017-05-23 17:40:04
867051520902168576,29760,7080,145807,2017-05-23 16:16:06
866720684873056260,18466,4312,145807,2017-05-22 18:21:28
866686824827068416,17798,3103,145807,2017-05-22 16:06:55
866450705531457537,112908,31679,145807,2017-05-22 00:28:40
866334964761202691,48365,12810,145807,2017-05-21 16:48:45
866094527597207552,0,7529,145807,2017-05-21 00:53:21
865718153858494464,23803,5066,145807,2017-05-19 23:57:46
865359393868664832,24493,4506,145807,2017-05-19 00:12:11
865006731092295680,25959,6969,145807,2017-05-18 00:50:50
864873206498414592,29868,7834,145807,2017-05-17 16:00:15
864279568663928832,13541,2711,145807,2017-05-16 00:41:21
864197398364647424,27753,7957,145807,2017-05-15 19:14:50
863907417377173506,19140,3747,145807,2017-05-15 00:02:33
863553081350529029,14144,3792,145807,2017-05-14 00:34:33
863471782782697472,0,2183,145807,2017-05-13 19:11:30
863432100342583297,22070,4744,145807,2017-05-13 16:33:49
863427515083354112,2037,85,145807,2017-05-13 16:15:35
863079547188785154,8162,1008,145807,2017-05-12 17:12:53
863062471531167744,7819,2183,145807,2017-05-12 16:05:02
862831371563274240,17818,4654,145807,2017-05-12 00:46:44
862722525377298433,15907,3220,145807,2017-05-11 17:34:13
862457590147678208,18965,4457,145807,2017-05-11 00:01:27
862096992088072192,68868,20961,145807,2017-05-10 00:08:34
861383897657036800,33578,9727,145807,2017-05-08 00:54:59
861288531465048066,15957,3758,145807,2017-05-07 18:36:02
861005113778896900,15555,3480,145807,2017-05-06 23:49:50
860981674716409858,0,1942,145807,2017-05-06 22:16:42
860924035999428608,0,714,145807,2017-05-06 18:27:40
860563773140209665,6976,1942,145807,2017-05-05 18:36:06
860524505164394496,22051,4815,145807,2017-05-05 16:00:04
860276583193509888,17179,3211,145807,2017-05-04 23:34:55
860184849394610176,15530,5347,145807,2017-05-04 17:30:24
860177593139703809,0,28136,145807,2017-05-04 17:01:34
859924526012018688,18309,3748,145807,2017-05-04 00:15:58
859851578198683649,14446,3222,145807,2017-05-03 19:26:06
859607811541651456,17437,1414,145807,2017-05-03 03:17:27
859196978902773760,83797,27525,145807,2017-05-02 00:04:57
859074603037188101,31583,12501,145807,2017-05-01 15:58:40
858860390427611136,0,7431,145807,2017-05-01 01:47:28
858843525470990336,14629,3181,145807,2017-05-01 00:40:27
858471635011153920,20210,4469,145807,2017-04-30 00:02:42
858107933456039936,14763,2651,145807,2017-04-28 23:57:28
857989990357356544,15063,2368,145807,2017-04-28 16:08:49
857746408056729600,32056,9771,145807,2017-04-28 00:00:54
857393404942143489,5523,1507,145807,2017-04-27 00:38:11
857263160327368704,18871,4159,145807,2017-04-26 16:00:39
857214891891077121,210,16,145807,2017-04-26 12:48:51
857062103051644929,0,154,145807,2017-04-26 02:41:43
857029823797047296,17701,3666,145807,2017-04-26 00:33:27
856543823941562368,15404,2664,145807,2017-04-24 16:22:16
856526610513747968,11188,1739,145807,2017-04-24 15:13:52
856330835276025856,0,616,145807,2017-04-24 02:15:55
856288084350160898,487,15,145807,2017-04-23 23:26:03
856282028240666624,26134,5815,145807,2017-04-23 23:01:59
855862651834028034,313,22,145807,2017-04-22 19:15:32
855860136149123072,4610,899,145807,2017-04-22 19:05:32
855857698524602368,11221,1949,145807,2017-04-22 18:55:51
855851453814013952,43328,16790,145807,2017-04-22 18:31:02
855818117272018944,25189,5036,145807,2017-04-22 16:18:34
855459453768019968,28114,7628,145807,2017-04-21 16:33:22
855245323840757760,0,5518,145807,2017-04-21 02:22:29
855138241867124737,0,39,145807,2017-04-20 19:16:59
854732716440526848,21489,5641,145807,2017-04-19 16:25:34
854482394044301312,27610,6336,145807,2017-04-18 23:50:52
854365224396361728,17879,4364,145807,2017-04-18 16:05:17
854120357044912130,30288,6947,145807,2017-04-17 23:52:16
854010172552949760,15398,2936,145807,2017-04-17 16:34:26
853760880890318849,27093,5374,145807,2017-04-17 00:03:50
853639147608842240,32839,9331,145807,2017-04-16 16:00:07
853299958564483072,14711,3315,145807,2017-04-15 17:32:18
852936405516943360,0,1857,145807,2017-04-14 17:27:40
852912242202992640,8555,1689,145807,2017-04-14 15:51:39
852672615818899456,14185,2021,145807,2017-04-13 23:59:28
852553447878664193,15471,3256,145807,2017-04-13 16:05:56
852311364735569921,31519,9308,145807,2017-04-13 00:03:59
852226086759018497,19003,6396,145807,2017-04-12 18:25:07
852189679701164033,10939,1487,145807,2017-04-12 16:00:27
851861385021730816,0,19,145807,2017-04-11 18:15:55
851591660324737024,15517,3263,145807,2017-04-11 00:24:08
851464819735769094,23136,6632,145807,2017-04-10 16:00:07
851224888060895234,19747,5406,145807,2017-04-10 00:06:42
850753642995093505,29326,8513,145807,2017-04-08 16:54:09
850380195714523136,12521,2442,145807,2017-04-07 16:10:12
850333567704068097,3303,308,145807,2017-04-07 13:04:55
850145622816686080,15597,3561,145807,2017-04-07 00:38:06
850019790995546112,19509,4586,145807,2017-04-06 16:18:05
849776966551130114,29042,7157,145807,2017-04-06 00:13:11
849668094696017920,0,4673,145807,2017-04-05 17:00:34
849412302885593088,15200,2966,145807,2017-04-05 00:04:08
849336543269576704,10930,1779,145807,2017-04-04 19:03:06
849051919805034497,40537,7983,145807,2017-04-04 00:12:06
848690551926992896,24153,4089,145807,2017-04-03 00:16:10
848324959059550208,23701,4370,145807,2017-04-02 00:03:26
848213670039564288,7830,676,145807,2017-04-01 16:41:12
848212111729840128,15641,2849,145807,2017-04-01 16:35:01
847978865427394560,0,3080,145807,2017-04-01 01:08:10
847971574464610304,0,418,145807,2017-04-01 00:39:12
847962785489326080,22571,4808,145807,2017-04-01 00:04:17
847842811428974592,5203,1247,145807,2017-03-31 16:07:33
847617282490613760,6707,391,145807,2017-03-31 01:11:22
847606175596138505,18030,3244,145807,2017-03-31 00:27:14
847251039262605312,19699,4101,145807,2017-03-30 00:56:03
847157206088847362,19059,5524,145807,2017-03-29 18:43:12
847116187444137987,20633,3016,145807,2017-03-29 16:00:12
846874817362120707,19309,3722,145807,2017-03-29 00:01:05
846514051647705089,42834,10930,145807,2017-03-28 00:07:32
846505985330044928,13587,2909,145807,2017-03-27 23:35:28
846153765933735936,30328,8564,145807,2017-03-27 00:15:53
846139713627017216,29872,9578,145807,2017-03-26 23:20:02
846042936437604353,15376,2710,145807,2017-03-26 16:55:29
845812042753855489,28126,8249,145807,2017-03-26 01:38:00
845677943972139009,24281,4577,145807,2017-03-25 16:45:08
845397057150107648,7340,1693,145807,2017-03-24 22:08:59
845306882940190720,22469,5100,145807,2017-03-24 16:10:40
845098359547420673,0,7270,145807,2017-03-24 02:22:04
844979544864018432,13146,2421,145807,2017-03-23 18:29:57
844973813909606400,14474,3006,145807,2017-03-23 18:07:10
844580511645339650,15861,2956,145807,2017-03-22 16:04:20
844223788422217728,13186,2075,145807,2017-03-21 16:26:50
843981021012017153,14656,2816,145807,2017-03-21 00:22:10
843856843873095681,20722,4382,145807,2017-03-20 16:08:44
843604394117681152,16298,2600,145807,2017-03-19 23:25:35
843235543001513987,20749,5703,145807,2017-03-18 22:59:54
842846295480000512,14781,3465,145807,2017-03-17 21:13:10
842765311967449089,6500,1205,145807,2017-03-17 15:51:22
842535590457499648,17519,3348,145807,2017-03-17 00:38:32
842163532590374912,23606,5518,145807,2017-03-16 00:00:07
842115215311396866,13521,2882,145807,2017-03-15 20:48:07
841833993020538882,0,14321,145807,2017-03-15 02:10:39
841680585030541313,24942,7486,145807,2017-03-14 16:01:03
841439858740625411,12193,3492,145807,2017-03-14 00:04:30
841320156043304961,19151,5271,145807,2017-03-13 16:08:50
841314665196081154,15306,4427,145807,2017-03-13 15:47:01
841077006473256960,22120,5086,145807,2017-03-13 00:02:39
840761248237133825,0,1676,145807,2017-03-12 03:07:56
840728873075638272,0,15313,145807,2017-03-12 00:59:17
840698636975636481,172,2,145807,2017-03-11 22:59:09
840696689258311684,11892,927,145807,2017-03-11 22:51:24
840632337062862849,8705,1676,145807,2017-03-11 18:35:42
840370681858686976,15911,4352,145807,2017-03-11 01:15:58
840268004936019968,18634,5478,145807,2017-03-10 18:27:58
839990271299457024,13008,2172,145807,2017-03-10 00:04:21
839549326359670784,26573,7431,145807,2017-03-08 18:52:12
839290600511926273,0,137,145807,2017-03-08 01:44:07
839239871831150596,26265,6236,145807,2017-03-07 22:22:32
838952994649550848,19068,3840,145807,2017-03-07 03:22:35
838921590096166913,10803,1956,145807,2017-03-07 01:17:48
838916489579200512,0,32,145807,2017-03-07 00:57:32
838831947270979586,0,10558,145807,2017-03-06 19:21:35
838561493054533637,10638,1271,145807,2017-03-06 01:26:54
838476387338051585,21795,4553,145807,2017-03-05 19:48:43
838201503651401729,0,9632,145807,2017-03-05 01:36:26
838150277551247360,1616,319,145807,2017-03-04 22:12:52
838085839343206401,136,1,145807,2017-03-04 17:56:49
838083903487373313,17124,2990,145807,2017-03-04 17:49:08
837820167694528512,33078,7529,145807,2017-03-04 00:21:08
837482249356513284,3746,425,145807,2017-03-03 01:58:22
837471256429613056,12432,2167,145807,2017-03-03 01:14:41
837110210464448512,15584,2268,145807,2017-03-02 01:20:01
836989968035819520,12403,2208,145807,2017-03-01 17:22:13
836753516572119041,18828,4461,145807,2017-03-01 01:42:39
836677758902222849,12290,2136,145807,2017-02-28 20:41:37
836648853927522308,0,531,145807,2017-02-28 18:46:45
836397794269200385,0,26416,145807,2017-02-28 02:09:08
836380477523124226,14381,2876,145807,2017-02-28 01:00:19
836260088725786625,20731,4148,145807,2017-02-27 17:01:56
836001077879255040,18541,4099,145807,2017-02-26 23:52:43
835685285446955009,0,7819,145807,2017-02-26 02:57:52
835574547218894849,17323,3467,145807,2017-02-25 19:37:50
835536468978302976,0,1621,145807,2017-02-25 17:06:32
835309094223372289,0,20141,145807,2017-02-25 02:03:02
835297930240217089,16041,2880,145807,2017-02-25 01:18:40
835264098648616962,7508,1621,145807,2017-02-24 23:04:14
835246439529840640,2050,69,145807,2017-02-24 21:54:03
835172783151792128,25479,5546,145807,2017-02-24 17:01:22
835152434251116546,21784,2887,145807,2017-02-24 15:40:31
834931633769889797,10498,1560,145807,2017-02-24 01:03:08
834786237630337024,20894,5327,145807,2017-02-23 15:25:23
834574053763584002,13291,2423,145807,2017-02-23 01:22:14
834477809192075265,0,10251,145807,2017-02-22 18:59:48
834458053273591808,9370,1611,145807,2017-02-22 17:41:18
834209720923721728,20007,4566,145807,2017-02-22 01:14:30
834167344700198914,15425,3536,145807,2017-02-21 22:26:07
834089966724603904,9784,2061,145807,2017-02-21 17:18:39
834086379323871233,12723,2124,145807,2017-02-21 17:04:24
833863086058651648,13100,2316,145807,2017-02-21 02:17:06
833826103416520705,17668,3623,145807,2017-02-20 23:50:09
833732339549220864,0,212,145807,2017-02-20 17:37:34
833722901757046785,20350,3120,145807,2017-02-20 17:00:04
833479644947025920,14502,1968,145807,2017-02-20 00:53:27
833124694597443584,19718,4673,145807,2017-02-19 01:23:00
832998151111966721,12920,2120,145807,2017-02-18 17:00:10
832769181346996225,0,38,145807,2017-02-18 01:50:19
832757312314028032,16448,3487,145807,2017-02-18 01:03:09
832682457690300417,11575,2816,145807,2017-02-17 20:05:43
832645525019123713,2859,514,145807,2017-02-17 17:38:57
832636094638288896,15484,2686,145807,2017-02-17 17:01:29
832397543355072512,11688,2132,145807,2017-02-17 01:13:34
832369877331693569,16751,3080,145807,2017-02-16 23:23:38
832273440279240704,11067,2253,145807,2017-02-16 17:00:25
832215909146226688,0,6010,145807,2017-02-16 13:11:49
832215726631055365,0,9015,145807,2017-02-16 13:11:05
832088576586297345,61,2,145807,2017-02-16 04:45:50
832040443403784192,0,9261,145807,2017-02-16 01:34:34
832032802820481025,17417,4505,145807,2017-02-16 01:04:13
831939777352105988,23383,5935,145807,2017-02-15 18:54:34
831926988323639298,324,34,145807,2017-02-15 18:03:45
831911600680497154,26903,6279,145807,2017-02-15 17:02:36
831670449226514432,10180,1754,145807,2017-02-15 01:04:21
831650051525054464,6957,1857,145807,2017-02-14 23:43:18
831552930092285952,8762,2252,145807,2017-02-14 17:17:22
831322785565769729,9068,1497,145807,2017-02-14 02:02:51
831315979191906304,6376,1080,145807,2017-02-14 01:35:49
831309418084069378,11495,2390,145807,2017-02-14 01:09:44
831262627380748289,11620,1977,145807,2017-02-13 22:03:49
830956169170665475,7802,1442,145807,2017-02-13 01:46:03
830583320585068544,65115,16177,145807,2017-02-12 01:04:29
830173239259324417,0,5488,145807,2017-02-10 21:54:58
830097400375152640,9537,2833,145807,2017-02-10 16:53:37
829878982036299777,0,4833,145807,2017-02-10 02:25:42
829861396166877184,11980,1874,145807,2017-02-10 01:15:49
829501995190984704,31002,10251,145807,2017-02-09 01:27:41
829449946868879360,10225,1944,145807,2017-02-08 22:00:52
829141528400556032,23807,7095,145807,2017-02-08 01:35:19
829011960981237760,52133,15855,145807,2017-02-07 17:00:28
828801551087042563,0,3306,145807,2017-02-07 03:04:22
828770345708580865,24992,5666,145807,2017-02-07 01:00:22
828708714936930305,35662,10832,145807,2017-02-06 20:55:28
828650029636317184,9293,1294,145808,2017-02-06 17:02:17
828409743546925057,6210,1121,145807,2017-02-06 01:07:28
828408677031882754,7515,1242,145807,2017-02-06 01:03:14
828381636999917570,12321,2157,145807,2017-02-05 23:15:47
828376505180889089,7229,1037,145807,2017-02-05 22:55:23
828372645993398273,12309,2838,145807,2017-02-05 22:40:03
828361771580813312,2134,172,145807,2017-02-05 21:56:51
828046555563323392,11478,2770,145807,2017-02-05 01:04:17
828011680017821696,10124,2092,145807,2017-02-04 22:45:42
827933404142436356,19615,5082,145807,2017-02-04 17:34:40
827653905312006145,15158,2927,145807,2017-02-03 23:04:02
827600520311402496,7311,910,145807,2017-02-03 19:31:54
827324948884643840,15500,2939,145807,2017-02-03 01:16:53
827199976799354881,10347,2156,145807,2017-02-02 17:00:17
826958653328592898,21081,4833,145807,2017-02-02 01:01:21
826848821049180160,35423,9839,145807,2017-02-01 17:44:55
826615380357632002,0,3865,145807,2017-02-01 02:17:19
826598799820865537,5020,241,145807,2017-02-01 01:11:25
826598365270007810,9799,2278,145807,2017-02-01 01:09:42
826476773533745153,18015,4063,145807,2017-01-31 17:06:32
826240494070030336,12989,2533,145807,2017-01-31 01:27:39
826204788643753985,4774,891,145807,2017-01-30 23:05:46
826115272272650244,15303,3014,145807,2017-01-30 17:10:04
825876512159186944,10264,1805,145807,2017-01-30 01:21:19
825829644528148480,12494,2427,145807,2017-01-29 22:15:05
825535076884762624,55844,17096,145807,2017-01-29 02:44:34
825147591692263424,17913,4400,145807,2017-01-28 01:04:51
825120256414846976,0,1210,145807,2017-01-27 23:16:13
825026590719483904,6135,1210,145807,2017-01-27 17:04:02
824796380199809024,0,5356,145807,2017-01-27 01:49:15
824775126675836928,14622,3401,145807,2017-01-27 00:24:48
824663926340194305,10318,1717,145807,2017-01-26 17:02:56
824325613288833024,11582,10296,145807,2017-01-25 18:38:36
824297048279236611,14749,3739,145807,2017-01-25 16:45:05
824025158776213504,4739,583,145807,2017-01-24 22:44:42
823939628516474880,10421,2641,145807,2017-01-24 17:04:50
823719002937630720,0,10853,145807,2017-01-24 02:28:08
823699002998870016,13696,2450,145807,2017-01-24 01:08:40
823581115634085888,12749,2554,145807,2017-01-23 17:20:14
823333489516937216,688,22,145807,2017-01-23 00:56:15
823322678127919110,15425,3898,145807,2017-01-23 00:13:17
823269594223824897,0,9623,145807,2017-01-22 20:42:21
822975315408461824,16996,3351,145807,2017-01-22 01:12:59
822872901745569793,128941,41980,145807,2017-01-21 18:26:02
822859134160621569,12978,2210,145807,2017-01-21 17:31:20
822647212903690241,0,6224,145807,2017-01-21 03:29:14
822610361945911296,14515,2862,145807,2017-01-21 01:02:48
822489057087389700,17787,6224,145807,2017-01-20 17:00:46
822462944365645825,27380,13853,145807,2017-01-20 15:17:01
822244816520155136,34339,9623,145807,2017-01-20 00:50:15
822163064745328640,0,4610,145807,2017-01-19 19:25:24
821886076407029760,11104,2242,145807,2017-01-19 01:04:45
821813639212650496,0,3285,145807,2017-01-18 20:16:54
821765923262631936,8235,1620,145807,2017-01-18 17:07:18
821522889702862852,7881,1705,145807,2017-01-18 01:01:34
821421320206483457,0,5417,145807,2017-01-17 18:17:58
821407182352777218,11516,4204,145807,2017-01-17 17:21:47
821153421864615936,248,10,145807,2017-01-17 00:33:26
821149554670182400,8455,1906,145807,2017-01-17 00:18:04
821107785811234820,9420,2075,145807,2017-01-16 21:32:06
821044531881721856,12435,2218,145807,2017-01-16 17:20:45
820837357901512704,0,6536,145807,2017-01-16 03:37:31
820749716845686786,30973,9632,145807,2017-01-15 21:49:15
820690176645140481,12015,3148,145807,2017-01-15 17:52:40
820494788566847489,0,549,145807,2017-01-15 04:56:16
820446719150292993,0,2496,145807,2017-01-15 01:45:15
820314633777061888,3286,549,145807,2017-01-14 17:00:24
820078625395449857,19440,6127,145807,2017-01-14 01:22:35
820013781606658049,0,1139,145807,2017-01-13 21:04:55
819952236453363712,5229,1139,145807,2017-01-13 17:00:21
819924195358416896,12703,4767,145807,2017-01-13 15:08:56
819711362133872643,13135,3043,145807,2017-01-13 01:03:12
819588359383371776,9486,1947,145807,2017-01-12 16:54:26
819347104292290561,7101,1174,145807,2017-01-12 00:55:47
819238181065359361,2213,398,145807,2017-01-11 17:42:57
819227688460238848,22646,6536,145807,2017-01-11 17:01:16
819015337530290176,0,36129,145807,2017-01-11 02:57:27
819015331746349057,0,18616,145807,2017-01-11 02:57:26
819006400881917954,44632,18616,145807,2017-01-11 02:21:57
819004803107983360,85638,36129,145807,2017-01-11 02:15:36
818646164899774465,0,20422,145807,2017-01-10 02:30:30
818627210458333184,22026,7375,145807,2017-01-10 01:15:10
818614493328580609,9660,2472,145807,2017-01-10 00:24:38
818588835076603904,0,5969,145807,2017-01-09 22:42:41
818536468981415936,10673,2391,145807,2017-01-09 19:14:36
818307523543449600,0,7848,145807,2017-01-09 04:04:51
818259473185828864,10814,2197,145807,2017-01-09 00:53:55
818145370475810820,12055,2491,145807,2017-01-08 17:20:31
817908911860748288,4774,778,145807,2017-01-08 01:40:55
817827839487737858,50672,26416,145807,2017-01-07 20:18:46
817777686764523521,10565,2619,145807,2017-01-07 16:59:28
817536400337801217,11582,2878,145807,2017-01-07 01:00:41
817502432452313088,0,3310,145807,2017-01-06 22:45:43
817423860136083457,33178,14321,145807,2017-01-06 17:33:29
817415592588222464,5504,928,145807,2017-01-06 17:00:38
817181837579653120,0,8237,145807,2017-01-06 01:31:47
817171292965273600,8621,1979,145807,2017-01-06 00:49:53
817120970343411712,12007,2536,145807,2017-01-05 21:29:55
817056546584727552,8443,1604,145807,2017-01-05 17:13:55
816829038950027264,0,4602,145807,2017-01-05 02:09:53
816816676327063552,9839,1993,145807,2017-01-05 01:20:46
816697700272001025,9625,2140,145807,2017-01-04 17:27:59
816450570814898180,29868,7848,145807,2017-01-04 01:05:59
816336735214911488,8456,1900,145807,2017-01-03 17:33:39
816091915477250048,8785,2088,145807,2017-01-03 01:20:49
816062466425819140,0,989,145807,2017-01-02 23:23:48
816014286006976512,0,5131,145807,2017-01-02 20:12:21
815990720817401858,4862,989,145807,2017-01-02 18:38:42
815966073409433600,22011,8237,145807,2017-01-02 17:00:46
815745968457060357,0,4044,145807,2017-01-02 02:26:09
815736392542261248,9687,2216,145807,2017-01-02 01:48:06
815639385530101762,8097,1609,145807,2017-01-01 19:22:38
815390420867969024,10195,3732,145807,2017-01-01 02:53:20
814986499976527872,7538,1245,145807,2016-12-31 00:08:17
814638523311648768,11103,2641,145807,2016-12-30 01:05:33
814578408554463233,0,5710,145807,2016-12-29 21:06:41
814530161257443328,8502,1828,145807,2016-12-29 17:54:58
814153002265309185,28292,8488,145807,2016-12-28 16:56:16
813944609378369540,0,3120,145807,2016-12-28 03:08:11
813910438903693312,9183,1822,145807,2016-12-28 00:52:25
813812741911748608,35923,13678,145807,2016-12-27 18:24:12
813800681631023104,8195,1716,145807,2016-12-27 17:36:16
813217897535406080,18361,7150,145807,2016-12-26 03:00:30
813202720496779264,9106,1782,145807,2016-12-26 02:00:11
813187593374461952,19561,4256,145807,2016-12-26 01:00:05
813172488309972993,9132,1891,145807,2016-12-26 00:00:03
813157409116065792,7656,2152,145807,2016-12-25 23:00:08
813142292504645637,8372,2340,145807,2016-12-25 22:00:04
813130366689148928,4426,435,145807,2016-12-25 21:12:41
813127251579564032,11637,3049,145807,2016-12-25 21:00:18
813112105746448384,10144,2677,145807,2016-12-25 20:00:07
